Airport Code,Airport Name,City ,State,Airline,Facility,Weekday,Saturday,Sunday,latitude_deg,longitude_deg
CHS,Charleston AFB/International,Charleston,South Carolina,Breeze Airways,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,32.898602,-80.040497
CID,The Eastern Iowa Airport,Cedar Rapids,IA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,41.884701,-91.7108
CID,The Eastern Iowa Airport,Cedar Rapids,IA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,41.884701,-91.7108
CID,The Eastern Iowa Airport,Cedar Rapids,IA,Southwest,Southwest Cargo,No Cargo,No Cargo,,41.884701,-91.7108
CID,The Eastern Iowa Airport,Cedar Rapids,IA,United,United Cargo,No Cargo,No Cargo,,41.884701,-91.7108
CID,The Eastern Iowa,Cedar Rapids,Iowa,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.884701,-91.7108
CID,The Eastern Iowa,Cedar Rapids,Iowa,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.884701,-91.7108
CID,The Eastern Iowa,Cedar Rapids,Iowa,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.884701,-91.7108
CID,The Eastern Iowa,Cedar Rapids,Iowa,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.884701,-91.7108
CID,The Eastern Iowa,Cedar Rapids,Iowa,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.884701,-91.7108
CID,The Eastern Iowa,Cedar Rapids,Iowa,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.884701,-91.7108
CKB,North Central West Virginia,Clarksburg,West Virginia,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.2966,-80.228104
CKB,North Central West Virginia,Clarksburg,West Virginia,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.2966,-80.228104
CLE,Cleveland Hopkins International Airport,Cleveland,OH,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,41.411701,-81.8498
CLE,Cleveland Hopkins International Airport,Cleveland,OH,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,41.411701,-81.8498
CLE,Cleveland Hopkins International Airport,Cleveland,OH,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,41.411701,-81.8498
CLE,Cleveland Hopkins International Airport,Cleveland,OH,United,United Cargo,8:00-17:00,8:00-17:00,,41.411701,-81.8498
CLE,Cleveland-Hopkins International,Cleveland,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.411701,-81.8498
CLE,Cleveland-Hopkins International,Cleveland,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.411701,-81.8498
CLE,Cleveland-Hopkins International,Cleveland,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.411701,-81.8498
CLE,Cleveland-Hopkins International,Cleveland,Ohio,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.411701,-81.8498
CLE,Cleveland-Hopkins International,Cleveland,Ohio,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.411701,-81.8498
CLE,Cleveland-Hopkins International,Cleveland,Ohio,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.411701,-81.8498
CLL,Easterwood,College Station,Texas,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,30.5886,-96.3638
CLL,Easterwood,College Station,Texas,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,30.5886,-96.3638
CMH,John Glenn Columbus International,Columbus,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.998001,-82.891899
CMH,John Glenn Columbus International,Columbus,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.998001,-82.891899
CMI,University of Illinois Willard,Savoy,Illinois,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,40.039819,-88.276249
CMI,University of Illinois Willard,Savoy,Illinois,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,40.039819,-88.276249
CNM,Cavern City Air Terminal,Carlsbad,New Mexico,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.337501525878906,-104.2630005
CNM,Cavern City Air Terminal,Carlsbad,New Mexico,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.337501525878906,-104.2630005
COD,Yellowstone Regional,Cody,Wyoming,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,44.520199,-109.024002
COD,Yellowstone Regional,Cody,Wyoming,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,44.520199,-109.024002
COS,City of Colorado Springs Municipal,Colorado Springs,Colorado,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.805801,-104.700996
COS,City of Colorado Springs Municipal,Colorado Springs,Colorado,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.805801,-104.700996
COS,City of Colorado Springs Municipal,Colorado Springs,Colorado,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.805801,-104.700996
COS,City of Colorado Springs Municipal,Colorado Springs,Colorado,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.805801,-104.700996
COS,City of Colorado Springs Municipal,Colorado Springs,Colorado,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.805801,-104.700996
COS,City of Colorado Springs Municipal,Colorado Springs,Colorado,United,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.805801,-104.700996
COU,Columbia Regional,Columbia,Missouri,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,38.8181,-92.219597
COU,Columbia Regional,Columbia,Missouri,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,38.8181,-92.219597
CPR,Natrona County International,Casper,Wyoming,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,42.908001,-106.463997
CPR,Natrona County International,Casper,Wyoming,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,42.908001,-106.463997
CRP,Corpus Christi International,Corpus Christi,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,27.770399,-97.501198
CRP,Corpus Christi International,Corpus Christi,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,27.770399,-97.501198
CRW,Yeager,Charleston,West Virginia,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,38.3731,-81.593201
CRW,Yeager,Charleston,West Virginia,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,38.3731,-81.593201
CSG,Columbus Metropolitan,Columbus,Georgia,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.516300201416016,-84.93890381
CSG,Columbus Metropolitan,Columbus,Georgia,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,32.516300201416016,-84.93890381
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,American,Central Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,Delta,Central Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,Delta,Central Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,Delta,Central Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,Delta,Central Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,Delta,Central Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,DHL,Dedicated Facility (Americas Hub),24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,DHL,Dedicated Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,DHL,Dedicated Facility,24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati/Northern Kentucky International,Hebron,Kentucky,DHL,Dedicated Facility (Americas Hub),24/7,24/7,24/7,39.048801,-84.667801
CVG,Cincinnati Northern Kentucky International Airport,Hebron,KY,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,39.048801,-84.667801
CVG,Cincinnati Northern Kentucky International Airport,Hebron,KY,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,39.048801,-84.667801
CVG,Cincinnati Northern Kentucky International Airport,Hebron,KY,Southwest,Southwest Cargo,No Cargo,No Cargo,,39.048801,-84.667801
CVG,Cincinnati Northern Kentucky International Airport,Hebron,KY,United,United Cargo,8:00-17:00,8:00-17:00,,39.048801,-84.667801
CWA,Central Wisconsin,Mosinee,Wisconsin,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,44.777448,-89.670238
CWA,Central Wisconsin,Mosinee,Wisconsin,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,44.777448,-89.670238
DAB,Daytona Beach International,Daytona Beach,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.179899,-81.058098
DAL,Dallas Love Field,Dallas,Texas,Southwest,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,32.847099,-96.851799
DAL,Dallas Love Field,Dallas,Texas,Southwest,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,32.847099,-96.851799
DAY,James M Cox Dayton International,Dayton,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.902401,-84.219398
DAY,James M Cox Dayton International,Dayton,Ohio,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.902401,-84.219398
DBQ,Dubuque Regional,Dubuque,Iowa,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,42.402,-90.709503
DBQ,Dubuque Regional,Dubuque,Iowa,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,42.402,-90.709503
DCA,Ronald Reagan Washington National,Arlington,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.8521,-77.037697
DCA,Ronald Reagan Washington National,Arlington,Virginia,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,38.8521,-77.037697
DDC,Dodge City Regional,Dodge City,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,37.76340103149414,-99.96559906
DDC,Dodge City Regional,Dodge City,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,37.76340103149414,-99.96559906
DEC,Decatur Airport,Decatur,Illinois,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,39.834598541259766,-88.86569977
DEC,Decatur Airport,Decatur,Illinois,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,39.834598541259766,-88.86569977
DEN,Denver International Airport,Denver,CO,American,AA Cargo Directory,7:00-19:00,7:00-19:00,,39.86169815,-104.6729965
DEN,Denver International Airport,Denver,CO,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,39.86169815,-104.6729965
DEN,Denver International Airport,Denver,CO,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,39.86169815,-104.6729965
DEN,Denver International Airport,Denver,CO,United,United Cargo,7:00-19:00,7:00-19:00,,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,Frontier,Central Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,Frontier,Central Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,Frontier,Central Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,Frontier,Central Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,United,Dedicated Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,United,Dedicated Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,United,Dedicated Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DEN,Denver International,Denver,Colorado,United,Dedicated Facility,24/7,24/7,24/7,39.86169815,-104.6729965
DFW,Dallas-Fort Worth International,Fort Worth,Texas,American,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,American,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,American,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,American,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,DHL,Dedicated Facility,24/7,24/7,24/7,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,DHL,Dedicated Facility,24/7,24/7,24/7,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,DHL,Dedicated Facility,24/7,24/7,24/7,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,DHL,Dedicated Facility,24/7,24/7,24/7,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,Spirit,Counter,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,Spirit,Counter,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,Spirit,Counter,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas-Fort Worth International,Fort Worth,Texas,Spirit,Counter,4:00-23:00,6:00-20:00,8:00-18:00,32.896801,-97.038002
DFW,Dallas Fort Worth International Airport,Ft. Worth,TX,American,AA Cargo Directory,6:00-1:30,Sat: 6:00-1:30, Sun: 9:00-1:30,32.896801,-97.038002
DFW,Dallas Fort Worth International Airport,Ft. Worth,TX,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,32.896801,-97.038002
DFW,Dallas Fort Worth International Airport,Ft. Worth,TX,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,32.896801,-97.038002
DFW,Dallas Fort Worth International Airport,Ft. Worth,TX,United,United Cargo,6:00-23:00,6:00-23:00,,32.896801,-97.038002
DIK,Theodore Roosevelt Regional,Dickinson,North Dakota,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,46.797533,-102.801905
DIK,Theodore Roosevelt Regional,Dickinson,North Dakota,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,46.797533,-102.801905
DLH,Duluth International,Duluth,Minnesota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,46.842098,-92.193604
DLH,Duluth International,Duluth,Minnesota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,46.842098,-92.193604
DRO,Durango-La Plata County,Durango,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,37.151501,-107.753998
DRO,Durango-La Plata County,Durango,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,37.151501,-107.753998
DSM,Des Moines International Airport,Des Moines,IA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,41.534,-93.663101
DSM,Des Moines International Airport,Des Moines,IA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,41.534,-93.663101
DSM,Des Moines International Airport,Des Moines,IA,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,41.534,-93.663101
DSM,Des Moines International Airport,Des Moines,IA,United,United Cargo,No Cargo,No Cargo,,41.534,-93.663101
DSM,Des Moines International,Des Moines,Iowa,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.534,-93.663101
DSM,Des Moines International,Des Moines,Iowa,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.534,-93.663101
DSM,Des Moines International,Des Moines,Iowa,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.534,-93.663101
DSM,Des Moines International,Des Moines,Iowa,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.534,-93.663101
DSM,Des Moines International,Des Moines,Iowa,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.534,-93.663101
DTW,Detroit Metro Wayne County,Detroit,Michigan,Delta,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,42.21377,-83.353786
DTW,Detroit Metro Wayne County,Detroit,Michigan,Delta,Dedicated Facility,4:00-23:00,6:00-20:00,8:00-18:00,42.21377,-83.353786
DUT,Tom Madsen (Unalaska),Unalaska,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,53.89881,-166.544996
DUT,Tom Madsen (Unalaska),Unalaska,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,53.89881,-166.544996
EAT,Pangborn Memorial,East Wenatchee,Washington,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,47.398899,-120.207001
EAT,Pangborn Memorial,East Wenatchee,Washington,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,47.398899,-120.207001
EAU,Chippewa Valley Regional,Eau Claire,Wisconsin,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,44.86579895019531,-91.48429871
EAU,Chippewa Valley Regional,Eau Claire,Wisconsin,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,44.86579895019531,-91.48429871
ECP,Northwest Florida Beaches International,Panama City,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.357106,-85.795414
ECP,Northwest Florida Beaches International,Panama City,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.357106,-85.795414
EGE,Eagle County Regional,Eagle,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,39.64260101,-106.9179993
EGE,Eagle County Regional,Eagle,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,39.64260101,-106.9179993
EKO,Elko Regional,Elko,Nevada,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,40.82490158081055,-115.7919998
EKO,Elko Regional,Elko,Nevada,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,40.82490158081055,-115.7919998
ELD,South Arkansas Regional at Goodwin Field,El Dorado,Arkansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,33.221001,-92.813301
ELD,South Arkansas Regional at Goodwin Field,El Dorado,Arkansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,33.221001,-92.813301
ELM,Elmira/Corning Regional,Elmira,New York,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,42.15990067,-76.89160156
ELM,Elmira/Corning Regional,Elmira,New York,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,42.15990067,-76.89160156
ELP,El Paso International,El Paso,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,31.807199,-106.377998
ELP,El Paso International,El Paso,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,31.807199,-106.377998
ERI,Erie International,Erie,Pennsylvania,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,42.083127,-80.173867
ERI,Erie International,Erie,Pennsylvania,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,42.083127,-80.173867
ESC,Delta County,Escanaba,Michigan,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,45.723199,-87.088623
ESC,Delta County,Escanaba,Michigan,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,45.723199,-87.088623
EUG,Mahlon Sweet Field,Eugene,Oregon,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,44.12459945678711,-123.211998
EUG,Mahlon Sweet Field,Eugene,Oregon,Alaska Airlines,Counter,5:30-21:00,6:00-18:00,N/A,44.12459945678711,-123.211998
EVV,Evansville Regional,Evansville,Indiana,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,38.03699875,-87.53240204
EVV,Evansville Regional,Evansville,Indiana,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,38.03699875,-87.53240204
EWN,Coastal Carolina Regional,New Bern,North Carolina,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,35.07300186,-77.04290009
EWN,Coastal Carolina Regional,New Bern,North Carolina,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,35.07300186,-77.04290009
EWR,Newark Liberty International,Newark,New Jersey,United,Dedicated Facility,24/7,24/7,24/7,40.692501,-74.168701
EWR,Newark Liberty International,Newark,New Jersey,United,Dedicated Facility,24/7,24/7,24/7,40.692501,-74.168701
EWR,Newark Liberty International Airport,Newark,NJ,American,AA Cargo Directory,7:00-19:00,7:00-19:00,,40.692501,-74.168701
EWR,Newark Liberty International Airport,Newark,NJ,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,40.692501,-74.168701
EWR,Newark Liberty International Airport,Newark,NJ,Southwest,Southwest Cargo,No Cargo,No Cargo,,40.692501,-74.168701
EWR,Newark Liberty International Airport,Newark,NJ,United,United Cargo,7:00-19:00,7:00-19:00,,40.692501,-74.168701
EYW,Key West International,Key West,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,24.556101,-81.759598
EYW,Key West International,Key West,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,24.556101,-81.759598
FAI,Fairbanks International,Fairbanks,Alaska,Alaska Airlines,Dedicated Facility,24/7,24/7,24/7,64.815102,-147.856003
FAI,Fairbanks International,Fairbanks,Alaska,Alaska Airlines,Dedicated Facility,24/7,24/7,24/7,64.815102,-147.856003
FAI,Fairbanks International,Fairbanks,Alaska,Alaska Airlines,Dedicated Facility,24/7,24/7,24/7,64.815102,-147.856003
FAR,Hector International Airport,Fargo,ND,American,AA Cargo Directory,No Cargo,No Cargo,,46.92070007324219,-96.81580353
FAR,Hector International Airport,Fargo,ND,Delta,Delta Cargo Directory,No Cargo,No Cargo,,46.92070007324219,-96.81580353
FAR,Hector International Airport,Fargo,ND,Southwest,Southwest Cargo,No Cargo,No Cargo,,46.92070007324219,-96.81580353
FAR,Hector International Airport,Fargo,ND,United,United Cargo,No Cargo,No Cargo,,46.92070007324219,-96.81580353
FAR,Hector International,Fargo,North Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.92070007324219,-96.81580353
FAR,Hector International,Fargo,North Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.92070007324219,-96.81580353
FAR,Hector International,Fargo,North Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.92070007324219,-96.81580353
FAR,Hector International,Fargo,North Dakota,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.92070007324219,-96.81580353
FAR,Hector International,Fargo,North Dakota,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.92070007324219,-96.81580353
FAR,Hector International,Fargo,North Dakota,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,46.92070007324219,-96.81580353
FAT,Fresno Yosemite International,Fresno,California,United,Dedicated Facility,24/7,24/7,24/7,36.776199,-119.718002
FAT,Fresno Yosemite International,Fresno,California,United,Dedicated Facility,24/7,24/7,24/7,36.776199,-119.718002
FAT,Fresno Yosemite International,Fresno,California,United,Dedicated Facility,24/7,24/7,24/7,36.776199,-119.718002
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,26.072599,-80.152702
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,26.072599,-80.152702
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,26.072599,-80.152702
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,FL,United,United Cargo,8:00-17:00,8:00-17:00,,26.072599,-80.152702
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,Florida,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.072599,-80.152702
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,Florida,JetBlue,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.072599,-80.152702
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.072599,-80.152702
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.072599,-80.152702
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,Florida,Spirit,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.072599,-80.152702
FLL,Fort Lauderdale-Hollywood International,Fort Lauderdale,Florida,Spirit,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.072599,-80.152702
FNT,Bishop International,Flint,Michigan,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.96540069580078,-83.74359894
FNT,Bishop International,Flint,Michigan,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.96540069580078,-83.74359894
FNT,Bishop International,Flint,Michigan,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.96540069580078,-83.74359894
FNT,Bishop International,Flint,Michigan,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.96540069580078,-83.74359894
FNT,Bishop International,Flint,Michigan,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.96540069580078,-83.74359894
FNT,Bishop International,Flint,Michigan,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.96540069580078,-83.74359894
FSD,Sioux Falls Regional Airport / Joe Foss Field,Sioux Falls,SD,American,AA Cargo Directory,No Cargo,No Cargo,,43.585463,-96.741152
FSD,Sioux Falls Regional Airport / Joe Foss Field,Sioux Falls,SD,Delta,Delta Cargo Directory,No Cargo,No Cargo,,43.585463,-96.741152
FSD,Sioux Falls Regional Airport / Joe Foss Field,Sioux Falls,SD,Southwest,Southwest Cargo,No Cargo,No Cargo,,43.585463,-96.741152
FSD,Sioux Falls Regional Airport / Joe Foss Field,Sioux Falls,SD,United,United Cargo,No Cargo,No Cargo,,43.585463,-96.741152
FSD,Joe Foss Field,Sioux Falls,South Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.585463,-96.741152
FSD,Joe Foss Field,Sioux Falls,South Dakota,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.585463,-96.741152
FSD,Joe Foss Field,Sioux Falls,South Dakota,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.585463,-96.741152
FSD,Joe Foss Field,Sioux Falls,South Dakota,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.585463,-96.741152
FWA,Fort Wayne International,Fort Wayne,Indiana,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.9785,-85.195099
FWA,Fort Wayne International,Fort Wayne,Indiana,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.9785,-85.195099
FWA,Fort Wayne International,Fort Wayne,Indiana,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.9785,-85.195099
